clause_id,n_folds_selected,selection_frequency,worst_holdout_gt_hurt,n_folds_holdout_gt_zero,n_folds_holdout_productive,sum_holdout_n_neg,nested_loso_portability_ok
AND::score_m_bridge::low_tail::t0.121850348264::abs_log_h::high_tail::t0.36504316479,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.125422158092::abs_log_h::high_tail::t0.228337480128,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.125422158092::abs_log_h::high_tail::t0.36504316479,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.141332727671::abs_log_h::high_tail::t0.228337480128,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.141332727671::abs_log_h::high_tail::t0.36504316479,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.149008958042::abs_log_h::high_tail::t0.36504316479,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.157571278512::abs_log_h::high_tail::t0.36504316479,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.167546021938::abs_log_h::high_tail::t0.36504316479,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.08112179637::abs_log_h::low_tail::t0.011403228343,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.095463649929::abs_log_h::low_tail::t0.005895621656,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.095463649929::abs_log_h::low_tail::t0.011403228343,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.141332727671::abs_ratio_m1::low_tail::t0.005878266692,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.149008958042::abs_ratio_m1::low_tail::t0.005878266692,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.157571278512::abs_ratio_m1::low_tail::t0.005878266692,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.326739701629::abs_ratio_m1::low_tail::t0.028912082314,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.326739701629::abs_ratio_m1::low_tail::t0.039332008362,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::high_tail::t0.326739701629::abs_ratio_m1::low_tail::t0.046889388561,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::high_tail::t0.326739701629::abs_ratio_m1::low_tail::t0.053126990795,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::high_tail::t0.326739701629::abs_ratio_m1::low_tail::t0.062666198611,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::high_tail::t0.344474604726::abs_ratio_m1::low_tail::t0.028912082314,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.344474604726::abs_ratio_m1::low_tail::t0.039332008362,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.344474604726::abs_ratio_m1::low_tail::t0.046889388561,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.344474604726::abs_ratio_m1::low_tail::t0.053126990795,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.344474604726::abs_ratio_m1::low_tail::t0.062666198611,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.095463649929::abs_ratio_m1::high_tail::t0.252156144381,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.095463649929::abs_ratio_m1::high_tail::t0.325192561746,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.107211342081::abs_ratio_m1::high_tail::t0.252156144381,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.107211342081::abs_ratio_m1::high_tail::t0.325192561746,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.121850348264::abs_ratio_m1::high_tail::t0.252156144381,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.121850348264::abs_ratio_m1::high_tail::t0.325192561746,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.125422158092::abs_ratio_m1::high_tail::t0.252156144381,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.125422158092::abs_ratio_m1::high_tail::t0.325192561746,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.141332727671::abs_ratio_m1::high_tail::t0.252156144381,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.141332727671::abs_ratio_m1::high_tail::t0.325192561746,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.08112179637::abs_ratio_m1::low_tail::t0.011338454485,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.095463649929::abs_ratio_m1::low_tail::t0.005878266692,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.095463649929::abs_ratio_m1::low_tail::t0.011338454485,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.095463649929::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.107211342081::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.121850348264::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.125422158092::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.141332727671::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.149008958042::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.181177091599::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.196080127358::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.212579146028::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.30287835449::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.141332727671::resid_mean::low_tail::t0.090885681659,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.141332727671::resid_mean::low_tail::t0.110430279374,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.141332727671::resid_mean::low_tail::t0.118568787351,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.063411528431::resid_mean::high_tail::t0.079592494667,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.063411528431::resid_mean::high_tail::t0.090885681659,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.063411528431::resid_mean::high_tail::t0.110430279374,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.063411528431::resid_mean::high_tail::t0.118568787351,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.063411528431::resid_mean::high_tail::t0.140157090127,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.063411528431::resid_mean::high_tail::t0.156203012168,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.063411528431::resid_mean::high_tail::t0.172802394629,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.063411528431::resid_mean::high_tail::t0.18353740871,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.063411528431::resid_mean::high_tail::t0.189661107957,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.073820904642::resid_mean::high_tail::t0.118568787351,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.073820904642::resid_mean::high_tail::t0.140157090127,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.073820904642::resid_mean::high_tail::t0.156203012168,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.073820904642::resid_mean::high_tail::t0.172802394629,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.073820904642::resid_mean::high_tail::t0.18353740871,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.073820904642::resid_mean::high_tail::t0.189661107957,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.212579146028::resid_mean::high_tail::t0.344785001874,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.212579146028::resid_mean::high_tail::t0.396841770411,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.233206450939::resid_mean::high_tail::t0.396841770411,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.261727982759::resid_mean::high_tail::t0.396841770411,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.30287835449::resid_mean::high_tail::t0.396841770411,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.344474604726::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::low_tail::t0.028973741923::dist_h::high_tail::t0.298784328997,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::low_tail::t0.028973741923::dist_h::high_tail::t0.353845027089,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::low_tail::t0.005895621656::dist_h::low_tail::t0.078527629375,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::low_tail::t0.005895621656::dist_h::low_tail::t0.091983503848,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.028973741923::abs_ratio_m1::low_tail::t0.028912082314,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::low_tail::t0.108525960147::abs_ratio_m1::high_tail::t0.103534185886,1,0.14285714285714285,1,0,0,0,0
AND::abs_log_h::high_tail::t0.011403228343::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.015220448608::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.022295620665::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.028973741923::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.039576689899::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.045822620019::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.051935681701::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.064724708349::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.087379291654::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.095249708742::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.108525960147::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.120696916059::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.132417140901::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.168159432709::resid_mean::high_tail::t0.396841770411,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.168159432709::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.187570691109::resid_mean::high_tail::t0.396841770411,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.187570691109::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.199742830545::resid_mean::high_tail::t0.396841770411,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.199742830545::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.199742830545::resid_mean::low_tail::t0.079592494667,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.199742830545::resid_mean::low_tail::t0.090885681659,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.228337480128::resid_mean::low_tail::t0.118568787351,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::low_tail::t0.005895621656::resid_mean::high_tail::t0.140157090127,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::low_tail::t0.005895621656::resid_mean::high_tail::t0.156203012168,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::low_tail::t0.005895621656::resid_mean::high_tail::t0.172802394629,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::low_tail::t0.005895621656::resid_mean::high_tail::t0.18353740871,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::low_tail::t0.005895621656::resid_mean::high_tail::t0.189661107957,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::low_tail::t0.228337480128::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::low_tail::t0.36504316479::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.298784328997::abs_ratio_m1::low_tail::t0.028912082314,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.353845027089::abs_ratio_m1::low_tail::t0.028912082314,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::low_tail::t0.078527629375::abs_ratio_m1::low_tail::t0.005878266692,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::low_tail::t0.091983503848::abs_ratio_m1::low_tail::t0.005878266692,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.058756927587::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.066807064414::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.078527629375::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.091983503848::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.102145851403::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.109156437218::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.12443401292::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.149876967072::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.158620770276::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.166106155515::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.177044620365::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.234388552606::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.270248627663::resid_mean::high_tail::t0.396841770411,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.270248627663::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.298784328997::resid_mean::high_tail::t0.396841770411,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.353845027089::resid_mean::high_tail::t0.327450948954,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::low_tail::t0.298784328997::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::low_tail::t0.353845027089::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.011338454485::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.015105172992::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.022547602654::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.028912082314::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.039332008362::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.046889388561::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.053126990795::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.062666198611::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.086970180273::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.090851908922::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.103534185886::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.113697442412::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.134166377783::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.167859464884::resid_mean::high_tail::t0.396841770411,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.167859464884::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.172816586494::resid_mean::high_tail::t0.396841770411,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.172816586494::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.184935334325::resid_mean::high_tail::t0.396841770411,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.184935334325::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.172816586494::resid_mean::low_tail::t0.079592494667,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.184935334325::resid_mean::low_tail::t0.079592494667,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.184935334325::resid_mean::low_tail::t0.090885681659,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::high_tail::t0.252156144381::resid_mean::low_tail::t0.118568787351,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::low_tail::t0.005878266692::resid_mean::high_tail::t0.140157090127,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::low_tail::t0.005878266692::resid_mean::high_tail::t0.156203012168,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::low_tail::t0.005878266692::resid_mean::high_tail::t0.172802394629,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::low_tail::t0.005878266692::resid_mean::high_tail::t0.18353740871,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::low_tail::t0.005878266692::resid_mean::high_tail::t0.189661107957,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::low_tail::t0.252156144381::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_ratio_m1::low_tail::t0.325192561746::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
S::score_m_bridge::low_tail::t0.05069103837,1,0.14285714285714285,2,0,0,0,0
S::score_m_bridge::low_tail::t0.052963655442,1,0.14285714285714285,2,0,0,0,0
S::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_log_h::high_tail::t0.000758876209,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_log_h::high_tail::t0.006459435425,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_log_h::high_tail::t0.00994430529,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_log_h::high_tail::t0.014449248044,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_log_h::high_tail::t0.018592662737,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_log_h::high_tail::t0.027042008936,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_log_h::high_tail::t0.030764308386,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_log_h::high_tail::t0.040761755221,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_log_h::high_tail::t0.047993644327,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_log_h::high_tail::t0.05514558237,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_log_h::high_tail::t0.066175352782,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.075979778916::abs_log_h::high_tail::t0.047993644327,1,0.14285714285714285,3,0,0,0,0
AND::score_m_bridge::low_tail::t0.075979778916::abs_log_h::high_tail::t0.05514558237,1,0.14285714285714285,3,0,0,0,0
AND::score_m_bridge::low_tail::t0.075979778916::abs_log_h::high_tail::t0.066175352782,1,0.14285714285714285,3,0,0,0,0
AND::score_m_bridge::low_tail::t0.096811310947::abs_log_h::high_tail::t0.222835043073,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.096811310947::abs_log_h::high_tail::t0.35001065582,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.106763499975::abs_log_h::high_tail::t0.222835043073,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.106763499975::abs_log_h::high_tail::t0.35001065582,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.11890248768::abs_log_h::high_tail::t0.222835043073,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.11890248768::abs_log_h::high_tail::t0.35001065582,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.122963758558::abs_log_h::high_tail::t0.222835043073,1,0.14285714285714285,0,1,1,1,0
AND::score_m_bridge::low_tail::t0.122963758558::abs_log_h::high_tail::t0.35001065582,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.13887032792::abs_log_h::high_tail::t0.222835043073,1,0.14285714285714285,0,1,1,1,0
AND::score_m_bridge::low_tail::t0.13887032792::abs_log_h::high_tail::t0.35001065582,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.148634570837::abs_log_h::high_tail::t0.35001065582,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.156670081615::abs_log_h::high_tail::t0.35001065582,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.164511650801::abs_log_h::high_tail::t0.35001065582,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_log_h::low_tail::t0.084381631762,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_log_h::low_tail::t0.092976048589,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_log_h::low_tail::t0.106816808134,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_log_h::low_tail::t0.117396195978,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_log_h::low_tail::t0.142886117101,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_log_h::low_tail::t0.168318739533,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_log_h::low_tail::t0.191466833651,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_log_h::low_tail::t0.222835043073,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_log_h::low_tail::t0.35001065582,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_log_h::low_tail::t0.448460966349,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::high_tail::t0.05069103837::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::high_tail::t0.075979778916::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::high_tail::t0.08851210475::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::high_tail::t0.096811310947::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::high_tail::t0.106763499975::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::high_tail::t0.11890248768::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::high_tail::t0.122963758558::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::high_tail::t0.13887032792::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::high_tail::t0.148634570837::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::high_tail::t0.156670081615::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::high_tail::t0.164511650801::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::high_tail::t0.178747823089::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::high_tail::t0.197817289829::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::high_tail::t0.211745636165::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::dist_h::high_tail::t0.005157791544,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::dist_h::high_tail::t0.047581697628,1,0.14285714285714285,0,1,0,0,0
OR::score_m_bridge::low_tail::t0.05069103837::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,3,0,0,0,0
AND::score_m_bridge::low_tail::t0.228364168108::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,0,1,0,0,0
