clause_id,n_folds_selected,selection_frequency,worst_holdout_gt_hurt,n_folds_holdout_gt_zero,n_folds_holdout_productive,sum_holdout_n_neg,nested_loso_portability_ok
AND::score_m_bridge::low_tail::t0.261743858457::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.288136857748::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.316207659245::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.326923546195::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.343868987262::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.379681617022::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::dist_h::low_tail::t0.055063869432,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::dist_h::low_tail::t0.066097033396,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::dist_h::low_tail::t0.082013228536,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::dist_h::low_tail::t0.095765098929,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::dist_h::low_tail::t0.099984550476,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::dist_h::low_tail::t0.109542358667,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::dist_h::low_tail::t0.121797148883,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::dist_h::low_tail::t0.152775718272,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::dist_h::low_tail::t0.16064555198,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::dist_h::low_tail::t0.169761972129,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::dist_h::low_tail::t0.178793755174,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::dist_h::low_tail::t0.214291825145,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::dist_h::low_tail::t0.235396057367,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::dist_h::low_tail::t0.270344465971,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::dist_h::low_tail::t0.290708065033,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::dist_h::low_tail::t0.326888220012,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::dist_h::low_tail::t0.374009492993,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::dist_h::low_tail::t0.408774138987,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::dist_h::low_tail::t0.47145602107,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.075979778916::dist_h::low_tail::t0.055063869432,1,0.14285714285714285,3,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_ratio_m1::high_tail::t0.000758588314,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_ratio_m1::high_tail::t0.006464645267,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_ratio_m1::high_tail::t0.009894943237,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_ratio_m1::high_tail::t0.014414983988,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_ratio_m1::high_tail::t0.018491435051,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_ratio_m1::high_tail::t0.026914089918,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_ratio_m1::high_tail::t0.030945068598,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_ratio_m1::high_tail::t0.041605454683,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_ratio_m1::high_tail::t0.04916408062,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_ratio_m1::high_tail::t0.054063341022,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_ratio_m1::high_tail::t0.066067308187,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.075979778916::abs_ratio_m1::high_tail::t0.04916408062,1,0.14285714285714285,3,0,0,0,0
AND::score_m_bridge::low_tail::t0.075979778916::abs_ratio_m1::high_tail::t0.054063341022,1,0.14285714285714285,3,0,0,0,0
AND::score_m_bridge::low_tail::t0.075979778916::abs_ratio_m1::high_tail::t0.066067308187,1,0.14285714285714285,3,0,0,0,0
AND::score_m_bridge::low_tail::t0.096811310947::abs_ratio_m1::high_tail::t0.249615430832,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.096811310947::abs_ratio_m1::high_tail::t0.33161405623,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.106763499975::abs_ratio_m1::high_tail::t0.249615430832,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.106763499975::abs_ratio_m1::high_tail::t0.33161405623,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.11890248768::abs_ratio_m1::high_tail::t0.249615430832,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.11890248768::abs_ratio_m1::high_tail::t0.33161405623,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.122963758558::abs_ratio_m1::high_tail::t0.249615430832,1,0.14285714285714285,0,1,1,1,0
AND::score_m_bridge::low_tail::t0.122963758558::abs_ratio_m1::high_tail::t0.33161405623,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.13887032792::abs_ratio_m1::high_tail::t0.249615430832,1,0.14285714285714285,0,1,1,1,0
AND::score_m_bridge::low_tail::t0.13887032792::abs_ratio_m1::high_tail::t0.33161405623,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_ratio_m1::low_tail::t0.081249836087,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_ratio_m1::low_tail::t0.088812422752,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_ratio_m1::low_tail::t0.103267067671,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_ratio_m1::low_tail::t0.113258689642,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_ratio_m1::low_tail::t0.136362507939,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_ratio_m1::low_tail::t0.170240664482,1,0.14285714285714285,1,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_ratio_m1::low_tail::t0.18315950036,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_ratio_m1::low_tail::t0.249615430832,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_ratio_m1::low_tail::t0.33161405623,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::abs_ratio_m1::low_tail::t0.371002078056,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::high_tail::t0.05069103837::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.075979778916::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.08851210475::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.096811310947::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.106763499975::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.11890248768::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.122963758558::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.13887032792::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.148634570837::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.156670081615::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.164511650801::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.178747823089::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.197817289829::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.211745636165::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.228364168108::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.261743858457::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.288136857748::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.316207659245::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::high_tail::t0.13887032792::resid_mean::low_tail::t0.083232226223,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::resid_mean::high_tail::t0.051077269018,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::resid_mean::high_tail::t0.079507756233,1,0.14285714285714285,1,0,0,0,0
OR::score_m_bridge::low_tail::t0.05069103837::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.075979778916::resid_mean::high_tail::t0.117708724737,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.075979778916::resid_mean::high_tail::t0.134587921202,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.075979778916::resid_mean::high_tail::t0.155692307651,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.075979778916::resid_mean::high_tail::t0.172920052707,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.075979778916::resid_mean::high_tail::t0.182446628809,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.075979778916::resid_mean::high_tail::t0.186822363734,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.211745636165::resid_mean::high_tail::t0.343878436089,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.211745636165::resid_mean::high_tail::t0.400020414591,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.228364168108::resid_mean::high_tail::t0.400020414591,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.261743858457::resid_mean::high_tail::t0.400020414591,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.288136857748::resid_mean::high_tail::t0.400020414591,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.343868987262::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.379681617022::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::resid_mean::low_tail::t0.083232226223,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::resid_mean::low_tail::t0.103016678616,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::resid_mean::low_tail::t0.117708724737,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::resid_mean::low_tail::t0.134587921202,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::resid_mean::low_tail::t0.155692307651,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::resid_mean::low_tail::t0.172920052707,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::resid_mean::low_tail::t0.182446628809,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::resid_mean::low_tail::t0.186822363734,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::resid_mean::low_tail::t0.194234922528,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::resid_mean::low_tail::t0.20077187717,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::resid_mean::low_tail::t0.21494114697,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::resid_mean::low_tail::t0.2196428895,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::resid_mean::low_tail::t0.256627629697,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::resid_mean::low_tail::t0.29188977927,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::resid_mean::low_tail::t0.308655881882,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::resid_mean::low_tail::t0.324874830246,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::resid_mean::low_tail::t0.343878436089,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::resid_mean::low_tail::t0.400020414591,1,0.14285714285714285,2,0,0,0,0
AND::score_m_bridge::low_tail::t0.05069103837::resid_mean::low_tail::t0.564674735069,1,0.14285714285714285,2,0,0,0,0
AND::abs_log_h::high_tail::t0.000758876209::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::abs_log_h::high_tail::t0.006459435425::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::abs_log_h::high_tail::t0.00994430529::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::abs_log_h::high_tail::t0.014449248044::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::abs_log_h::high_tail::t0.018592662737::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::abs_log_h::high_tail::t0.027042008936::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::abs_log_h::high_tail::t0.030764308386::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::abs_log_h::high_tail::t0.040761755221::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::abs_log_h::high_tail::t0.047993644327::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::abs_log_h::high_tail::t0.05514558237::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::abs_log_h::high_tail::t0.066175352782::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::abs_log_h::high_tail::t0.084381631762::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::abs_log_h::high_tail::t0.092976048589::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::abs_log_h::high_tail::t0.106816808134::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::abs_log_h::high_tail::t0.117396195978::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::low_tail::t0.142886117101::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::abs_log_h::low_tail::t0.168318739533::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::abs_log_h::low_tail::t0.191466833651::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::abs_log_h::low_tail::t0.222835043073::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::abs_log_h::low_tail::t0.35001065582::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::abs_log_h::low_tail::t0.448460966349::dist_h::high_tail::t0.47145602107,1,0.14285714285714285,1,0,0,0,0
AND::abs_log_h::high_tail::t0.027042008936::abs_ratio_m1::low_tail::t0.026914089918,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::low_tail::t0.05514558237::abs_ratio_m1::high_tail::t0.054063341022,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::low_tail::t0.191466833651::abs_ratio_m1::high_tail::t0.18315950036,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.006459435425::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.014449248044::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.027042008936::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.040761755221::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.047993644327::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.05514558237::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.084381631762::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.092976048589::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.106816808134::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.117396195978::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.142886117101::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.168318739533::resid_mean::high_tail::t0.400020414591,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.168318739533::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.191466833651::resid_mean::high_tail::t0.400020414591,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.191466833651::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.222835043073::resid_mean::high_tail::t0.400020414591,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.05514558237::resid_mean::low_tail::t0.079507756233,1,0.14285714285714285,2,0,0,0,0
AND::abs_log_h::high_tail::t0.05514558237::resid_mean::low_tail::t0.083232226223,1,0.14285714285714285,3,0,0,0,0
AND::abs_log_h::high_tail::t0.066175352782::resid_mean::low_tail::t0.079507756233,1,0.14285714285714285,2,0,0,0,0
AND::abs_log_h::high_tail::t0.066175352782::resid_mean::low_tail::t0.083232226223,1,0.14285714285714285,3,0,0,0,0
AND::abs_log_h::high_tail::t0.084381631762::resid_mean::low_tail::t0.079507756233,1,0.14285714285714285,2,0,0,0,0
AND::abs_log_h::high_tail::t0.084381631762::resid_mean::low_tail::t0.083232226223,1,0.14285714285714285,3,0,0,0,0
AND::abs_log_h::high_tail::t0.092976048589::resid_mean::low_tail::t0.079507756233,1,0.14285714285714285,1,0,0,0,0
AND::abs_log_h::high_tail::t0.092976048589::resid_mean::low_tail::t0.083232226223,1,0.14285714285714285,2,0,0,0,0
AND::abs_log_h::high_tail::t0.106816808134::resid_mean::low_tail::t0.079507756233,1,0.14285714285714285,1,0,0,0,0
AND::abs_log_h::high_tail::t0.106816808134::resid_mean::low_tail::t0.083232226223,1,0.14285714285714285,2,0,0,0,0
AND::abs_log_h::high_tail::t0.117396195978::resid_mean::low_tail::t0.079507756233,1,0.14285714285714285,1,0,0,0,0
AND::abs_log_h::high_tail::t0.117396195978::resid_mean::low_tail::t0.083232226223,1,0.14285714285714285,2,0,0,0,0
AND::abs_log_h::high_tail::t0.142886117101::resid_mean::low_tail::t0.079507756233,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.142886117101::resid_mean::low_tail::t0.083232226223,1,0.14285714285714285,1,0,0,0,0
AND::abs_log_h::high_tail::t0.142886117101::resid_mean::low_tail::t0.103016678616,1,0.14285714285714285,2,0,0,0,0
AND::abs_log_h::high_tail::t0.168318739533::resid_mean::low_tail::t0.079507756233,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.168318739533::resid_mean::low_tail::t0.083232226223,1,0.14285714285714285,1,0,0,0,0
AND::abs_log_h::high_tail::t0.168318739533::resid_mean::low_tail::t0.103016678616,1,0.14285714285714285,2,0,0,0,0
AND::abs_log_h::high_tail::t0.191466833651::resid_mean::low_tail::t0.079507756233,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.191466833651::resid_mean::low_tail::t0.083232226223,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.191466833651::resid_mean::low_tail::t0.103016678616,1,0.14285714285714285,1,0,0,0,0
AND::abs_log_h::high_tail::t0.222835043073::resid_mean::low_tail::t0.079507756233,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.222835043073::resid_mean::low_tail::t0.083232226223,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.222835043073::resid_mean::low_tail::t0.103016678616,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::high_tail::t0.222835043073::resid_mean::low_tail::t0.117708724737,1,0.14285714285714285,0,1,0,0,0
AND::abs_log_h::low_tail::t0.35001065582::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.47145602107::abs_ratio_m1::high_tail::t0.000758588314,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::abs_ratio_m1::high_tail::t0.006464645267,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::abs_ratio_m1::high_tail::t0.009894943237,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::abs_ratio_m1::high_tail::t0.014414983988,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::abs_ratio_m1::high_tail::t0.018491435051,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::abs_ratio_m1::high_tail::t0.026914089918,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::abs_ratio_m1::high_tail::t0.030945068598,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::abs_ratio_m1::high_tail::t0.041605454683,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::abs_ratio_m1::high_tail::t0.04916408062,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::abs_ratio_m1::high_tail::t0.054063341022,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::abs_ratio_m1::high_tail::t0.066067308187,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::abs_ratio_m1::high_tail::t0.081249836087,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::abs_ratio_m1::high_tail::t0.088812422752,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::abs_ratio_m1::high_tail::t0.103267067671,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.47145602107::abs_ratio_m1::high_tail::t0.113258689642,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.374009492993::abs_ratio_m1::low_tail::t0.026914089918,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.47145602107::abs_ratio_m1::low_tail::t0.136362507939,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::abs_ratio_m1::low_tail::t0.170240664482,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::abs_ratio_m1::low_tail::t0.18315950036,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::abs_ratio_m1::low_tail::t0.249615430832,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::abs_ratio_m1::low_tail::t0.33161405623,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.47145602107::abs_ratio_m1::low_tail::t0.371002078056,1,0.14285714285714285,1,0,0,0,0
AND::dist_h::high_tail::t0.047581697628::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.055063869432::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.066097033396::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.082013228536::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.095765098929::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.099984550476::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.109542358667::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.121797148883::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.152775718272::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.16064555198::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.169761972129::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.178793755174::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.214291825145::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.235396057367::resid_mean::high_tail::t0.564674735069,1,0.14285714285714285,0,1,0,0,0
AND::dist_h::high_tail::t0.270344465971::resid_mean::high_tail::t0.400020414591,1,0.14285714285714285,0,1,0,0,0
