grammar,cell_id,grid_id,mask_sha256,n_neg_captured,n_gt_captured,neg_capture_rate,n_sequences_with_neg,max_neg_sequence_share,single_seq_neg_dominance,min_positive_sequence,min_positive_sequence_n_neg,productive_sequences_json
G2_and,AND::P::abs_log_h::low_tail::q20::P::resid_mean::high_tail::q20,P::abs_log_h::low_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::abs_log_h::low_tail::q1::P::score_m_bridge::low_tail::q3,P::abs_log_h::low_tail__score_m_bridge::low_tail,51105b444ba35b40a7852f1900de5682e811aa68e11b7e07243d709c170ef838,1,0,0.043478260869565216,1,1.0,1,MOT17-05-SDP,1,"{""MOT17-05-SDP"": 1}"
G2_and,AND::P::abs_log_h::low_tail::q2::P::score_m_bridge::low_tail::q3,P::abs_log_h::low_tail__score_m_bridge::low_tail,51105b444ba35b40a7852f1900de5682e811aa68e11b7e07243d709c170ef838,1,0,0.043478260869565216,1,1.0,1,MOT17-05-SDP,1,"{""MOT17-05-SDP"": 1}"
G2_and,AND::P::abs_log_h::high_tail::q18::P::score_m_bridge::low_tail::q4,P::abs_log_h::high_tail__score_m_bridge::low_tail,ee84f8e15ac6e86512d974aab73f64a51ea46b44430ca58ab315f95d5128cd3c,2,0,0.08695652173913043,2,0.5,0,MOT17-02-SDP,1,"{""MOT17-02-SDP"": 1, ""MOT17-09-SDP"": 1}"
G2_and,AND::P::abs_log_h::high_tail::q18::P::score_m_bridge::low_tail::q5,P::abs_log_h::high_tail__score_m_bridge::low_tail,ee84f8e15ac6e86512d974aab73f64a51ea46b44430ca58ab315f95d5128cd3c,2,0,0.08695652173913043,2,0.5,0,MOT17-02-SDP,1,"{""MOT17-02-SDP"": 1, ""MOT17-09-SDP"": 1}"
G2_and,AND::P::abs_log_h::high_tail::q18::P::score_m_bridge::low_tail::q6,P::abs_log_h::high_tail__score_m_bridge::low_tail,1ee9f8e74181eb4999d6d7434182eae6f88cdfdcd75a857ec101383ead3dc925,3,0,0.13043478260869565,3,0.3333333333333333,0,MOT17-02-SDP,1,"{""MOT17-02-SDP"": 1, ""MOT17-09-SDP"": 1, ""MOT17-11-SDP"": 1}"
G2_and,AND::P::abs_log_h::high_tail::q18::P::score_m_bridge::low_tail::q7,P::abs_log_h::high_tail__score_m_bridge::low_tail,aa1cddec88a28a3417f30d472f7ab06d736bfbf6bee412847367e3cf4e93552d,4,0,0.17391304347826086,4,0.25,0,MOT17-02-SDP,1,"{""MOT17-02-SDP"": 1, ""MOT17-05-SDP"": 1, ""MOT17-09-SDP"": 1, ""MOT17-11-SDP"": 1}"
G2_and,AND::P::abs_log_h::high_tail::q18::P::score_m_bridge::low_tail::q8,P::abs_log_h::high_tail__score_m_bridge::low_tail,aa1cddec88a28a3417f30d472f7ab06d736bfbf6bee412847367e3cf4e93552d,4,0,0.17391304347826086,4,0.25,0,MOT17-02-SDP,1,"{""MOT17-02-SDP"": 1, ""MOT17-05-SDP"": 1, ""MOT17-09-SDP"": 1, ""MOT17-11-SDP"": 1}"
G2_and,AND::P::abs_log_h::high_tail::q19::P::score_m_bridge::low_tail::q4,P::abs_log_h::high_tail__score_m_bridge::low_tail,f8e275e6dbc37375a609fd3100486e9fcf5da8fa9e17b9e54da5b54ae58b58da,1,0,0.043478260869565216,1,1.0,1,MOT17-09-SDP,1,"{""MOT17-09-SDP"": 1}"
G2_and,AND::P::abs_log_h::high_tail::q19::P::score_m_bridge::low_tail::q5,P::abs_log_h::high_tail__score_m_bridge::low_tail,f8e275e6dbc37375a609fd3100486e9fcf5da8fa9e17b9e54da5b54ae58b58da,1,0,0.043478260869565216,1,1.0,1,MOT17-09-SDP,1,"{""MOT17-09-SDP"": 1}"
G2_and,AND::P::abs_log_h::high_tail::q19::P::score_m_bridge::low_tail::q6,P::abs_log_h::high_tail__score_m_bridge::low_tail,f8e275e6dbc37375a609fd3100486e9fcf5da8fa9e17b9e54da5b54ae58b58da,1,0,0.043478260869565216,1,1.0,1,MOT17-09-SDP,1,"{""MOT17-09-SDP"": 1}"
G2_and,AND::P::abs_log_h::high_tail::q19::P::score_m_bridge::low_tail::q7,P::abs_log_h::high_tail__score_m_bridge::low_tail,f8e275e6dbc37375a609fd3100486e9fcf5da8fa9e17b9e54da5b54ae58b58da,1,0,0.043478260869565216,1,1.0,1,MOT17-09-SDP,1,"{""MOT17-09-SDP"": 1}"
G2_and,AND::P::abs_log_h::high_tail::q19::P::score_m_bridge::low_tail::q8,P::abs_log_h::high_tail__score_m_bridge::low_tail,f8e275e6dbc37375a609fd3100486e9fcf5da8fa9e17b9e54da5b54ae58b58da,1,0,0.043478260869565216,1,1.0,1,MOT17-09-SDP,1,"{""MOT17-09-SDP"": 1}"
G2_and,AND::P::abs_log_h::high_tail::q19::P::score_m_bridge::low_tail::q9,P::abs_log_h::high_tail__score_m_bridge::low_tail,f8e275e6dbc37375a609fd3100486e9fcf5da8fa9e17b9e54da5b54ae58b58da,1,0,0.043478260869565216,1,1.0,1,MOT17-09-SDP,1,"{""MOT17-09-SDP"": 1}"
G2_and,AND::P::abs_log_h::high_tail::q19::P::score_m_bridge::low_tail::q10,P::abs_log_h::high_tail__score_m_bridge::low_tail,f8e275e6dbc37375a609fd3100486e9fcf5da8fa9e17b9e54da5b54ae58b58da,1,0,0.043478260869565216,1,1.0,1,MOT17-09-SDP,1,"{""MOT17-09-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::low_tail::q1::P::dist_h::low_tail::q5,P::abs_ratio_m1::low_tail__dist_h::low_tail,51105b444ba35b40a7852f1900de5682e811aa68e11b7e07243d709c170ef838,1,0,0.043478260869565216,1,1.0,1,MOT17-05-SDP,1,"{""MOT17-05-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::low_tail::q5::P::dist_h::high_tail::q18,P::abs_ratio_m1::low_tail__dist_h::high_tail,aa1be21430bf72a6336ce88db78c8708b56136ed6939d3e077fa7bfd6ab70e12,1,0,0.043478260869565216,1,1.0,1,MOT17-02-SDP,1,"{""MOT17-02-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q0::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q1::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q2::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q3::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q4::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q5::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q6::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q7::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q8::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q9::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q10::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q11::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q12::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q13::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q14::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q15::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q16::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q17::P::resid_mean::low_tail::q2,P::abs_ratio_m1::high_tail__resid_mean::low_tail,2dc4b8690f5213d4d58ee9f2faf82a5643ebffe8f6ec2eacb01836cd430ab83b,1,0,0.043478260869565216,1,1.0,1,MOT17-02-SDP,1,"{""MOT17-02-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q17::P::resid_mean::low_tail::q3,P::abs_ratio_m1::high_tail__resid_mean::low_tail,2dc4b8690f5213d4d58ee9f2faf82a5643ebffe8f6ec2eacb01836cd430ab83b,1,0,0.043478260869565216,1,1.0,1,MOT17-02-SDP,1,"{""MOT17-02-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q17::P::resid_mean::high_tail::q20,P::abs_ratio_m1::high_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q18::P::resid_mean::low_tail::q2,P::abs_ratio_m1::high_tail__resid_mean::low_tail,2dc4b8690f5213d4d58ee9f2faf82a5643ebffe8f6ec2eacb01836cd430ab83b,1,0,0.043478260869565216,1,1.0,1,MOT17-02-SDP,1,"{""MOT17-02-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q18::P::resid_mean::low_tail::q3,P::abs_ratio_m1::high_tail__resid_mean::low_tail,2dc4b8690f5213d4d58ee9f2faf82a5643ebffe8f6ec2eacb01836cd430ab83b,1,0,0.043478260869565216,1,1.0,1,MOT17-02-SDP,1,"{""MOT17-02-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q18::P::resid_mean::low_tail::q4,P::abs_ratio_m1::high_tail__resid_mean::low_tail,2dc4b8690f5213d4d58ee9f2faf82a5643ebffe8f6ec2eacb01836cd430ab83b,1,0,0.043478260869565216,1,1.0,1,MOT17-02-SDP,1,"{""MOT17-02-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q18::P::resid_mean::low_tail::q5,P::abs_ratio_m1::high_tail__resid_mean::low_tail,b923775d4f4ffaef6a373317b715ecd7caa7c8b119c8d666e18eb9c350e15019,2,0,0.08695652173913043,2,0.5,0,MOT17-02-SDP,1,"{""MOT17-02-SDP"": 1, ""MOT17-11-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::low_tail::q18::P::resid_mean::high_tail::q20,P::abs_ratio_m1::low_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::low_tail::q19::P::resid_mean::high_tail::q20,P::abs_ratio_m1::low_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::low_tail::q20::P::resid_mean::high_tail::q20,P::abs_ratio_m1::low_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::low_tail::q1::P::score_m_bridge::low_tail::q3,P::abs_ratio_m1::low_tail__score_m_bridge::low_tail,51105b444ba35b40a7852f1900de5682e811aa68e11b7e07243d709c170ef838,1,0,0.043478260869565216,1,1.0,1,MOT17-05-SDP,1,"{""MOT17-05-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::low_tail::q2::P::score_m_bridge::low_tail::q3,P::abs_ratio_m1::low_tail__score_m_bridge::low_tail,51105b444ba35b40a7852f1900de5682e811aa68e11b7e07243d709c170ef838,1,0,0.043478260869565216,1,1.0,1,MOT17-05-SDP,1,"{""MOT17-05-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q18::P::score_m_bridge::low_tail::q4,P::abs_ratio_m1::high_tail__score_m_bridge::low_tail,ee84f8e15ac6e86512d974aab73f64a51ea46b44430ca58ab315f95d5128cd3c,2,0,0.08695652173913043,2,0.5,0,MOT17-02-SDP,1,"{""MOT17-02-SDP"": 1, ""MOT17-09-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q18::P::score_m_bridge::low_tail::q5,P::abs_ratio_m1::high_tail__score_m_bridge::low_tail,ee84f8e15ac6e86512d974aab73f64a51ea46b44430ca58ab315f95d5128cd3c,2,0,0.08695652173913043,2,0.5,0,MOT17-02-SDP,1,"{""MOT17-02-SDP"": 1, ""MOT17-09-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q18::P::score_m_bridge::low_tail::q6,P::abs_ratio_m1::high_tail__score_m_bridge::low_tail,1ee9f8e74181eb4999d6d7434182eae6f88cdfdcd75a857ec101383ead3dc925,3,0,0.13043478260869565,3,0.3333333333333333,0,MOT17-02-SDP,1,"{""MOT17-02-SDP"": 1, ""MOT17-09-SDP"": 1, ""MOT17-11-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q18::P::score_m_bridge::low_tail::q7,P::abs_ratio_m1::high_tail__score_m_bridge::low_tail,aa1cddec88a28a3417f30d472f7ab06d736bfbf6bee412847367e3cf4e93552d,4,0,0.17391304347826086,4,0.25,0,MOT17-02-SDP,1,"{""MOT17-02-SDP"": 1, ""MOT17-05-SDP"": 1, ""MOT17-09-SDP"": 1, ""MOT17-11-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q18::P::score_m_bridge::low_tail::q8,P::abs_ratio_m1::high_tail__score_m_bridge::low_tail,aa1cddec88a28a3417f30d472f7ab06d736bfbf6bee412847367e3cf4e93552d,4,0,0.17391304347826086,4,0.25,0,MOT17-02-SDP,1,"{""MOT17-02-SDP"": 1, ""MOT17-05-SDP"": 1, ""MOT17-09-SDP"": 1, ""MOT17-11-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q19::P::score_m_bridge::low_tail::q4,P::abs_ratio_m1::high_tail__score_m_bridge::low_tail,f8e275e6dbc37375a609fd3100486e9fcf5da8fa9e17b9e54da5b54ae58b58da,1,0,0.043478260869565216,1,1.0,1,MOT17-09-SDP,1,"{""MOT17-09-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q19::P::score_m_bridge::low_tail::q5,P::abs_ratio_m1::high_tail__score_m_bridge::low_tail,f8e275e6dbc37375a609fd3100486e9fcf5da8fa9e17b9e54da5b54ae58b58da,1,0,0.043478260869565216,1,1.0,1,MOT17-09-SDP,1,"{""MOT17-09-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q19::P::score_m_bridge::low_tail::q6,P::abs_ratio_m1::high_tail__score_m_bridge::low_tail,f8e275e6dbc37375a609fd3100486e9fcf5da8fa9e17b9e54da5b54ae58b58da,1,0,0.043478260869565216,1,1.0,1,MOT17-09-SDP,1,"{""MOT17-09-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q19::P::score_m_bridge::low_tail::q7,P::abs_ratio_m1::high_tail__score_m_bridge::low_tail,f8e275e6dbc37375a609fd3100486e9fcf5da8fa9e17b9e54da5b54ae58b58da,1,0,0.043478260869565216,1,1.0,1,MOT17-09-SDP,1,"{""MOT17-09-SDP"": 1}"
G2_and,AND::P::abs_ratio_m1::high_tail::q19::P::score_m_bridge::low_tail::q8,P::abs_ratio_m1::high_tail__score_m_bridge::low_tail,f8e275e6dbc37375a609fd3100486e9fcf5da8fa9e17b9e54da5b54ae58b58da,1,0,0.043478260869565216,1,1.0,1,MOT17-09-SDP,1,"{""MOT17-09-SDP"": 1}"
G2_and,AND::P::dist_h::high_tail::q0::P::resid_mean::high_tail::q20,P::dist_h::high_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::dist_h::high_tail::q1::P::resid_mean::high_tail::q20,P::dist_h::high_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::dist_h::high_tail::q2::P::resid_mean::high_tail::q20,P::dist_h::high_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::dist_h::high_tail::q3::P::resid_mean::high_tail::q20,P::dist_h::high_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::dist_h::high_tail::q4::P::resid_mean::high_tail::q20,P::dist_h::high_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::dist_h::high_tail::q5::P::resid_mean::high_tail::q20,P::dist_h::high_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::dist_h::high_tail::q6::P::resid_mean::high_tail::q20,P::dist_h::high_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::dist_h::high_tail::q7::P::resid_mean::high_tail::q20,P::dist_h::high_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::dist_h::high_tail::q8::P::resid_mean::high_tail::q20,P::dist_h::high_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::dist_h::high_tail::q9::P::resid_mean::high_tail::q20,P::dist_h::high_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::dist_h::high_tail::q10::P::resid_mean::high_tail::q20,P::dist_h::high_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::dist_h::high_tail::q11::P::resid_mean::low_tail::q3,P::dist_h::high_tail__resid_mean::low_tail,0705f66e7c101120afc210cb0c79ff8ad317adc2678b3e60e376952e55205c60,1,0,0.043478260869565216,1,1.0,1,MOT17-13-SDP,1,"{""MOT17-13-SDP"": 1}"
G2_and,AND::P::dist_h::high_tail::q11::P::resid_mean::high_tail::q20,P::dist_h::high_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
G2_and,AND::P::dist_h::high_tail::q12::P::resid_mean::low_tail::q3,P::dist_h::high_tail__resid_mean::low_tail,0705f66e7c101120afc210cb0c79ff8ad317adc2678b3e60e376952e55205c60,1,0,0.043478260869565216,1,1.0,1,MOT17-13-SDP,1,"{""MOT17-13-SDP"": 1}"
G2_and,AND::P::dist_h::high_tail::q12::P::resid_mean::high_tail::q20,P::dist_h::high_tail__resid_mean::high_tail,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,1,0,0.043478260869565216,1,1.0,1,MOT17-10-SDP,1,"{""MOT17-10-SDP"": 1}"
